uri,title,year,month
media/stories/201811/44528659_581062975663058_7952062846815174656_n_17972763499146612.jpg,AMIGO NÃO SE COMPRA,2018,Nov
media/stories/201811/46707039_459978067863492_3417243814920853624_n_18002383513030450.mp4,,2018,Nov
media/stories/201811/46567662_574023979694398_2734350679018481140_n_17939160136209859.mp4,Vivendo ou fazendo tRABALHOs?,2018,Nov
media/stories/201811/46054372_331025830963177_7318498357540004401_n_17980107505082445.mp4,,2018,Nov
media/stories/201811/43914117_519164135249771_4317924518967377920_n_17979925717081010.jpg,,2018,Nov
media/stories/201811/46170201_323387928496920_1600429423347640841_n_18001980658038715.mp4,,2018,Nov
media/stories/201811/44804669_261612257835641_8478876152293752832_n_17977349965094926.jpg,Vejo nós aQUI. Você vÊ nós aqui @andriell6 ?,2018,Nov
media/stories/201811/45378451_2227515334194859_8115557867928420352_n_17926765045235469.jpg,maquiadoras aqui em salgueiro??? Preciso de sugestões. Alguemmm !!!!!!,2018,Nov
media/stories/201811/43084487_262306547813518_3584327539121717248_n_17956956070195505.jpg,"Só mulher entende, só mulher sabe. Só mulher entende, por exemplo o que é ter medo de andar em uma rua, as vezes vazia em algum momento e vir um homem atrás, só mulher sabe o pavor que é.  O medo que reprime nossa liberdade... Os olhares que intimidam, que assustam...",2018,Nov
media/stories/201811/43175526_251850988831464_6676144632880955392_n_17973282103137325.jpg,...,2018,Nov
media/stories/201811/46098087_142154490082351_4631919318217466087_n_17999124067023279.mp4,,2018,Nov
media/stories/201811/44718697_2258248684410117_8466017947922464768_n_17925154924226423.jpg,,2018,Nov
media/stories/201811/43325892_1965891066863054_6015952784472408064_n_17976210973082751.jpg,,2018,Nov
media/stories/201811/45730713_150494879259068_6567619555075564842_n_17977366672084405.mp4,,2018,Nov
media/stories/201811/45395169_1044822252386375_6326427799892205578_n_17996893897004139.mp4,,2018,Nov
media/stories/201811/45148206_2260111910942768_4973430291870379813_n_17966453074147310.mp4,"Últimos segundos para submeter e nois ta brincando com um bixinho e o trabalho incompleto. É A saga da déficit de atenção, é?",2018,Nov
media/stories/201811/45025307_326007231286775_7446285579140581194_n_17897256463268687.mp4,,2018,Nov
media/stories/201811/44768704_274044370120176_6455504655059647327_n_17980141864110508.mp4,Utilidade dessa água : passar no rosto a cada 5 min para me deixar esperta...,2018,Nov
media/stories/201811/44325904_1949252872041330_3020349499378761728_n_17904344398256057.jpg,Pfffff,2018,Nov
media/stories/201810/42080473_1929129230516259_651447591346634752_n_17994981868011486.jpg,,2018,Oct
media/stories/201810/44764712_296122911003279_7966090682450313216_n_17863440511291638.jpg,"Tu, @italoalbuq_",2018,Oct
media/stories/201810/44750524_324393391671863_7901117104501598822_n_17978366776115225.mp4,Fim,2018,Oct
media/stories/201810/42855678_1927496853954820_925454452963442325_n_17894901505262893.mp4,,2018,Oct
media/stories/201810/42629142_278649432765551_4475495795764570023_n_17993917432016658.mp4,Tem uma semana no meu fIm de semana,2018,Oct
media/stories/201810/44775587_1972063579760503_8064306927025866924_n_17917910248242577.mp4,Dia das crianças aqui  Tutorial de como moças devem sentar,2018,Oct
media/stories/201810/43585509_260077428007709_8335683359984320512_n_17993159938054541.jpg,,2018,Oct
media/stories/201810/43862836_135532430750283_4683100898485123151_n_17969393707095750.mp4,,2018,Oct
https://video.cdninstagram.com/v/t50.12441-16/43940932_249857325707027_6722144898298155500_n.mp4?_nc_cat=107&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=V88pphn-ntEAX-zp9ib&_nc_ht=video.cdninstagram.com&oh=116da22505ba727515c74f13d4b8cd79&oe=60F53137,,2018,Oct
media/stories/201810/44263517_322280858356784_2627380838060394701_n_17989256887041770.mp4,É disso que eu gosto: de quem está na área falar da área...,2018,Oct
media/stories/201810/43869110_2325461111073797_797373961726127154_n_17977436974117462.mp4,,2018,Oct
media/stories/201810/44391413_530819367385798_5182747679265357457_n_17986765561066470.mp4,"Ok, só traduzir...",2018,Oct
media/stories/201810/43097861_171916017070546_4965749279630032896_n_17892032833265642.jpg,,2018,Oct
media/stories/201810/43817371_336804200199095_8492543322345177088_n_17960202163150094.jpg,,2018,Oct
media/stories/201810/43146006_256619294999107_1016895917497778176_n_17965342402184084.jpg,,2018,Oct
media/stories/201810/43869170_163692951248215_4379812610039138844_n_17925900079217597.mp4,,2018,Oct
media/stories/201810/43862260_704580799911890_8971035066643941188_n_17929921666207234.mp4,,2018,Oct
media/stories/201810/43085536_1980837991983671_6925588340498497536_n_17968564903087521.jpg,@italoalbuq_,2018,Oct
media/stories/201810/43818049_1995708767155611_8056252310965190656_n_17956274626161831.jpg,,2018,Oct
media/stories/201810/42499602_311737959652193_1263128771989340160_n_17957886424156761.jpg,,2018,Oct
media/stories/201810/43123829_973199012880759_7505444762665615360_n_17947872703199906.jpg,"Sem fins políticos, sem fins partidários. A humanidade é cRUel...",2018,Oct
media/stories/201810/43812051_563961047357229_2976789738161670132_n_17972495041114687.mp4,Querendo que fosse real,2018,Oct
media/stories/201810/42815023_882187105319119_4270388551325306109_n_17987113693003996.mp4,A verdadeira relação de amor e ódio é essa aqui,2018,Oct
media/stories/201810/43418426_271152823741141_5579575872971959728_n_17879981365275804.mp4,,2018,Oct
media/stories/201810/42506434_336858697062755_2255948687668674560_n_17954174014164249.jpg,@relstudy,2018,Oct
media/stories/201810/42003549_473807796448469_5236852606105550848_n_17971632823101190.jpg,Rapazzzzz,2018,Oct
media/stories/201810/42609198_107936220123027_3064963749027718390_n_17956941070147450.mp4,,2018,Oct
media/stories/201810/42003804_941714166016441_885811286535831552_n_17878638709275023.jpg,"""TEm sentido tudo de forma limpa"" ...tem crescido, evoluído "" ""Se tornado uma melhor versão de si a cada batalha vencida """,2018,Oct
media/stories/201810/42004019_260982574561985_7361241184162807808_n_17968426150123998.jpg,Entre katia e o mourao...quem? Sejamos estratégicos !!!,2018,Oct
media/stories/201810/41974772_305588303362630_602466491517894656_n_17949434389172415.jpg,,2018,Oct
media/stories/201809/40382226_240085343526439_4636100927525224448_n_17894411449250663.jpg,#EleNunca,2018,Oct
media/stories/201809/41707345_2190673501151060_8001107890117017600_n_17892711784260720.jpg,"Será  manipulação  da mídia? Será? Será  mentira? Site tendencioso? Tantos serás  nessa questão... Ei, doido, tu já  viu  mulher querer uma coisa e  não  conseguir ?  Hoje  em dia, que mulher guenta  um misógino, omi, me diz, ai. Lugar de mulher é  onde ela QUISERRRRR . Vamo confirmar essa notícia, ne .",2018,Sept
media/stories/201809/42673552_176182096606029_7129716549656607199_n_17922757477211153.mp4,@luanaci09,2018,Sept
media/stories/201809/42472291_2197298983929385_1978487409672259425_n_17953884592155114.mp4,,2018,Sept
media/stories/201809/41391856_510826309398119_3789849124463968256_n_17906518465246222.jpg,"Saldo do dia de hoje... A mulherada confirmou: eeele nÃOoooo. Bozo nÃO tem vez.  REPRESENTEI vocês, íNDIOS truka. REPRESENTEI vocês, lgbt. Ele nÃO me representa cOMO mulher, como futura pROFISSIONAl da áREA da educação, como ser hUMANO, como cidadã NÃO seja cONCEDENTE com iSSO tudo que te rodeia.  A minoria nÃO tem que se curvar.  Mulher nÃO volta para cozinha.  Tu sabia que a maior parte da pOPULAÇÃO é composta pOR mulheres ne? INDESCRITÍVEL a beleza das ruas. Voto de protesto é nÃO votar. NÃO aPOIAR o coiso.  SÓ quem cONHECE a hISTÓRIA na mulher da política, do fASCÍNIO no mundo reconhece o tamanho desse movimento de hOje #elenao",2018,Sept
media/stories/201809/42755445_1050446421800048_7937938280074349572_n_17924293816202724.mp4,Conta as fraquejadas,2018,Sept
media/stories/201809/42458980_1733071660151982_744743363576209445_n_17924343655206720.mp4,,2018,Sept
media/stories/201809/42264492_2233886223320533_5455819912634378149_n_17953539214153033.mp4,,2018,Sept
media/stories/201809/42367810_1131994960284356_5099390956288791243_n_17892988573256933.mp4,,2018,Sept
media/stories/201809/42720422_774203166244117_7836263962370038370_n_17959600096135492.mp4,#mulheresunidas,2018,Sept
media/stories/201809/42454635_531124274015921_6122133657453854720_n_17877042637274720.jpg,,2018,Sept
media/stories/201809/42272074_2106663939550856_2568889986576153397_n_17985395128010204.mp4,,2018,Sept
media/stories/201809/41613408_282882638984055_7083942036650328064_n_17983328644015912.jpg,"Ser bem sucedido nÃO é sINÔNIMO de cURSAR direito, mEDICINA, eNGENHARIA e vÁRIOS outros cursos de status. Seja autêntico. O amor, o cOMPROMETIMENTO e o eSFORÇO é o que nos leva aO sucesso, em todos os aspectos. AUTENTICIDADE e amor é o qUE deve ser levado em consideração",2018,Sept
media/stories/201809/42030473_164712477782964_6688540745963024349_n_17947474819171922.mp4,,2018,Sept
media/stories/201809/42144782_888006794921255_6665084357654347776_n_17983365379007060.jpg,,2018,Sept
media/stories/201809/41380048_2186236274956952_1822746548048494592_n_17967818812115441.jpg,"aaaaaaaaaa bem isso, mundo, bem isso mesmo",2018,Sept
media/stories/201809/42138611_235995783744648_6197660332153423738_n_17939440417196156.mp4,"Eles sÃO mInorias e disseram ""eLe não"" e eu tIVE certeza qUe nÃO estar do lado dele é o lado certo, é ser empático. As mINORIAS nÃO tem que se curvar. #eLenao #elesnão  ÍNDIOS truká",2018,Sept
media/stories/201809/42122233_691882507853216_5121044920412405760_n_17919044944221428.jpg,,2018,Sept
media/stories/201809/40964280_2184194405180207_2515856236994363392_n_17982058774021543.jpg,,2018,Sept
media/stories/201809/41801068_1542240739255953_5469182046274295847_n_17874422767272893.mp4,Tô tIPo...,2018,Sept
media/stories/201809/41529769_299807280845384_1119621693280782080_n_17966457184096013.mp4,,2018,Sept
media/stories/201809/41373095_238083113717799_1817419079204470784_n_17951437411144594.jpg,,2018,Sept
media/stories/201809/41969347_732453443753979_927392346692124672_n_17955254767139833.jpg,Mas ? NÃO existe voto de protesto quando um candidato relativiza a vida #elenunca  #elesnunca,2018,Sept
media/stories/201809/41669628_696078574082505_4226732554283358331_n_17949419335157295.mp4,,2018,Sept
media/stories/201809/40803198_301618417236382_3017648261302321152_n_17953212580137120.jpg,,2018,Sept
media/stories/201809/40617463_276045529673906_4932493511065862144_n_17905828024230535.jpg,,2018,Sept
media/stories/201809/41438384_905932302926075_4194127948660647285_n_17952943039136089.mp4,,2018,Sept
media/stories/201809/40535720_344301829644393_5450765642716151808_n_17879781298262974.jpg,"NÃO se insente da rESPOnsabilidade com o meio ambiente, assim como os bENeficios vÊM para tdos, os mALEFÍCIOS tAMBÉM #pas",2018,Sept
media/stories/201809/41039847_1696405027135166_3676524902221719050_n_17870817304272586.mp4,,2018,Sept
media/stories/201809/39894910_669425776784741_788840146286936064_n_17965237624101560.jpg,Discurso de ódio não é só discurso,2018,Sept
media/stories/201809/40658111_1998891353735390_8909400916273598857_n_17959258114124580.mp4,,2018,Sept
media/stories/201809/40046210_2075955872720861_1545499769072254976_n_17976882082045094.jpg,,2018,Sept
media/stories/201809/40463189_279281799451732_1445495067652390912_n_17955275497087121.jpg,,2018,Sept
media/stories/201809/40426133_2202008643369958_5336851754132701184_n_17958324751127740.jpg,,2018,Sept
media/stories/201809/39922002_233367977340272_6936706597783601152_n_17950040806184438.jpg,,2018,Sept
media/stories/201809/39157670_459021107937776_7067940202245900222_n_17934240985199766.mp4,,2018,Sept
media/stories/201809/40578379_845342908991151_8627210003326196508_n_17961330463107830.mp4,,2018,Sept
media/stories/201808/39231505_258037975052460_8013305136183758176_n_17957004811123112.mp4,"Sou apaixonadassíma por tu desde aquele dia que tu fez aquele isopor de bateria, naquela festa épica Sou muito apaixonada mesmo Obrigada por tudooooo Essa pESSOA de ferro, da melhor vibe, do melhor coração. Sem dÚVIDAS vOCÊ é um dos poucos amores que tenho nessa vIDA e que independente dE qlqr dISTÂNCIA fdp cONTINUAREI te amando Obrigada,@Deus por ter me dado a honra de te ter na minha vida Tu é só amor, a única pessoa que faz minha barriga doerrrr de rir Parabéns, meu amor. Tu merece o melhor da vida Essa distância e as circunstâncias que não me deixam te enforcar dentro de um abraço Tô aqui sempre, tu ta dentro do meu coração, meu exemplo de ser humano @millenasantg",2018,Aug
media/stories/201808/39370230_331114717437581_7411560896448692224_n_17914339114206955.jpg,,2018,Aug
media/stories/201808/39629827_455932364897760_1330190825140781056_n_17896695676245820.jpg,,2018,Aug
media/stories/201808/38920072_556625201441709_5756563079353597952_n_17972787181026237.jpg,,2018,Aug
media/stories/201808/39822699_453179531843647_8837124906370990080_n_17898914998233674.jpg,,2018,Aug
media/stories/201808/37523925_448068215699802_4942452234357557724_n_17958227839098171.mp4,,2018,Aug
media/stories/201808/38800024_2024341741209304_3234796580812881920_n_17899224247231469.jpg,,2018,Aug
media/stories/201808/39152469_318096005417740_8670382829524716480_n_17950459591086465.mp4,,2018,Aug
media/stories/201808/38868665_862632643941925_247852237550780416_n_17955430537104520.jpg,,2018,Aug
media/stories/201808/38079568_219100835429184_770974458541040776_n_17897099503233205.mp4,,2018,Aug
media/stories/201808/38536279_450407345457613_4113420183367792551_n_17852278105301319.mp4,,2018,Aug
media/stories/201808/38100013_2062523773832076_5720531242296463771_n_17968576183061487.mp4,O sORRISO mais lindo da minha vida todinha,2018,Aug
media/stories/201903/54451207_124363868673095_4912819984182490187_n_18013172455159738.mp4,,2019,March
media/stories/201903/53478527_2287796998154911_6721259502975017415_n_17979871867208271.jpg,,2019,March
media/stories/201903/53811726_262715787980492_6350712094242199090_n_17924233267302266.mp4,,2019,March
media/stories/201903/54529948_1104227743093544_2732368739223416660_n_17965843009234757.mp4,Fazer o quê se o rei rins pede água,2019,March
media/stories/201903/54041249_430319627511254_8727933107866048211_n_17966607604239264.mp4,,2019,March
media/stories/201903/52426223_2284201691849148_9223064853313706973_n_18016874356094062.jpg,De uma noite em Paris,2019,March
media/stories/201903/53700233_299850550683361_6509766451760467765_n_18041191540016926.mp4,"Carnaval de Ouricuri, meus amigos",2019,March
media/stories/201903/53562927_120407925761333_5305760428155977716_n_18040511665053949.mp4,,2019,March
media/stories/201903/53487968_641487552942461_7705432852574863116_n_18013576288184878.mp4,,2019,March
media/stories/201902/51830509_2096984733932839_2491119109282231137_n_17862013786341601.jpg,,2019,Feb
media/stories/201902/51912046_368607857056526_7935323353286849298_n_18041699671016378.jpg,"@nat_ribeiroo26  Se não pode doar, compartilhe. Um dia câncer será apenas um signo.",2019,Feb
media/stories/201902/51489736_370121783826075_9122944280809301418_n_17973542518213193.jpg,Boa tarde.,2019,Feb
media/stories/201902/51630242_262690701312070_1082587401633982616_n_17993865346197342.jpg,,2019,Feb
media/stories/201902/53164523_117903992642487_1477064421588179964_n_18021296890110257.mp4,,2019,Feb
media/stories/201902/53315386_611634379298842_3923379614559162640_n_18012120370083399.mp4,,2019,Feb
media/stories/201902/52394538_256669151894608_153931138149184082_n_17961262687232784.jpg,,2019,Feb
media/stories/201902/52901461_958343927888079_8001158598995227858_n_18000990763161306.mp4,Diminuir o consumo é um grande passo e o quanto isso mudará tODos os aspectos da tua vida é imensurável. Faça a conexão.,2019,Feb
media/stories/201902/51299304_2540486816024086_706357320542947149_n_17845610392371438.jpg,,2019,Feb
media/stories/201902/51132298_2020230408030751_7082652007889603533_n_18037091185008778.jpg,,2019,Feb
media/stories/201902/52839070_600870503719016_4284133580665595087_n_18026969452074314.mp4,,2019,Feb
media/stories/201902/51978533_426199474588670_4989552649088655861_n_18038384536026597.jpg,,2019,Feb
media/stories/201902/52850054_152335095758116_8638432487528655961_n_18020039047102131.mp4,Brabo que só SDD dnv,2019,Feb
media/stories/201902/50885498_183375669292382_841115030274743613_n_18036576163059854.jpg,,2019,Feb
media/stories/201902/52664348_107970370211473_7053238035152634139_n_18034238992017280.mp4,,2019,Feb
media/stories/201902/51010866_305176763535313_1688667586110274374_n_17915764435282070.jpg,Procurando mEnina para dividir apartamento em salgueiro. ENTRAR em contato por direct,2019,Feb
media/stories/201902/51470025_420656225342001_7121739122554890906_n_18024545344079018.jpg,,2019,Feb
media/stories/201902/52174508_142816330075662_5394245270277806855_n_18013695346126997.mp4,,2019,Feb
media/stories/201902/52621819_552323761934245_2909112116973512339_n_17842880239369432.jpg,Como sabadear,2019,Feb
media/stories/201902/51653788_2237974366476202_8868495350984306717_n_17922897436275589.mp4,,2019,Feb
media/stories/201902/50786113_1259950057489657_4267257983786686292_n_17965044052220825.jpg,,2019,Feb
media/stories/201902/51140235_248780536017042_7667674708442037362_n_18029857216045116.mp4,,2019,Feb
media/stories/201902/50692761_544485049379768_6212813669855029222_n_18002867377186298.jpg,Um dia câncer será apenas um signo.,2019,Feb
media/stories/201901/50690286_143443766659301_8682902333326989652_n_17936318170255133.jpg,,2019,Jan
media/stories/201901/47694755_238739483716526_2316837827649430497_n_18028193899011720.jpg,,2019,Jan
media/stories/201901/49858770_298244397550027_3464028495545438973_n_18008588344126908.jpg,,2019,Jan
media/stories/201901/50055472_381357742653231_7259737516103678823_n_18001543162141651.jpg,,2019,Jan
media/stories/201901/49769564_2337159666314853_2639687177359654950_n_17854029925335534.jpg,,2019,Jan
media/stories/201901/49913282_2520856541274773_5550482743548250415_n_17984229148194636.jpg,Falar com @bielrocha93,2019,Jan
media/stories/201901/50050158_288759381809178_950312126590045688_n_17850778162341774.jpg,,2019,Jan
media/stories/201901/50535299_110966456679989_2514159876691679133_n_17997002989146676.jpg,,2019,Jan
media/stories/201901/49991726_2024246877875039_2125525387205937946_n_18026661247026728.jpg,,2019,Jan
media/stories/201901/50735789_2437816739622621_2779856360336536794_n_17856367669324570.mp4,,2019,Jan
media/stories/201901/49363608_304460973542673_5269119979782015731_n_17844639547350503.jpg,,2019,Jan
media/stories/201901/47585366_303256370545124_7782326240632445395_n_17906609854304492.jpg,@gabyescariao  @escariao,2019,Jan
media/stories/201901/49810825_1000368346830919_6063210714169550835_n_17998778884138774.jpg,Boa tarde. Ordem e progresso.,2019,Jan
media/stories/201901/49613214_815105508881783_9179707642436305971_n_18014984347075345.jpg,,2019,Jan
media/stories/201901/49933803_219338395678561_7496256990894549941_n_17922863578271136.jpg,,2019,Jan
media/stories/201901/47692862_1954854641490726_8627670317014409673_n_17913481861278205.jpg,,2019,Jan
media/stories/201901/50508850_181545779469217_3610181845489634164_n_18022220863027955.mp4,Já to toda apaixonada por essa lentilhazinhaaaaa  @luanaci09,2019,Jan
media/stories/201901/50488712_377165722858827_5521708894554080501_n_17866125397305990.jpg,,2019,Jan
media/stories/201901/47584624_1966805280292113_7554294772447427440_n_18018956854056369.jpg,,2019,Jan
media/stories/201901/50012503_569321596847981_6543533580928430948_n_18004310431103835.mp4,"Mais antiga que essa foto só meu amor por tu mesmo. Sintonia antiga aQUI. Minha menina crescendo dEMAISSSSS e eu morrendo de orgulho e de amores.  Parabéns minha nenê, te amo muito.  @elainesilva9843  Fica comigo smpppp obgd",2019,Jan
media/stories/201901/50399280_368064700419098_456893472525773900_n_18018096631017603.mp4,,2019,Jan
